code,company_name,sector,rejection_reason_category,reason_source
3662,"Ateam Holdings Co.,Ltd.",Information & Communication,ai_keyword_only,audited
6862,MINATO HOLDINGS INC.,Electric Appliances,ai_keyword_only,audited
6748,"SEIWA ELECTRIC MFG. CO.,LTD.",Electric Appliances,ai_keyword_only,audited
4013,"Kinjiro Co.,Ltd.",Information & Communication,ai_keyword_only,audited
7811,"NAKAMOTO PACKS CO.,LTD.",Other Products,already_represented_by_better_candidate,audited
4992,"HOKKO CHEMICAL INDUSTRY CO.,LTD.",Chemicals,ai_keyword_only,audited
9551,"METAWATER Co.,Ltd.",Electric Power and Gas,score_below_cutoff,score_below_cutoff_v5
4371,Core Concept Technologies Inc.,Information & Communication,ai_keyword_only,audited
8920,"TOSHO CO.,LTD.",Services,ai_keyword_only,audited
7438,KONDOTEC INC.,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
3915,"TerraSky Co.,Ltd",Information & Communication,ai_keyword_only,audited
3565,Ascentech K.K.,Wholesale Trade,already_represented_by_better_candidate,audited
1882,TOA ROAD CORPORATION,Construction,ai_keyword_only,audited
3110,"NITTO BOSEKI CO.,LTD.",Glass and Ceramics Products,score_below_cutoff,score_below_cutoff_v5
1950,"NIPPON DENSETSU KOGYO CO.,LTD.",Construction,ai_keyword_only,audited
6255,NPC Incorporated,Machinery,ai_keyword_only,audited
4055,T&S Group Inc.,Information & Communication,ai_keyword_only,audited
7628,OHASHI TECHNICA INC.,Wholesale Trade,already_represented_by_better_candidate,audited
8079,SHOEI FOODS CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
7646,"PLANT Co.,Ltd.",Retail Trade,distress_or_quality_risk,audited
2764,Hiramatsu Inc.,Retail Trade,score_below_cutoff,score_below_cutoff_v5
6402,"KANEMATSU ENGINEERING CO.,LTD.",Machinery,ai_keyword_only,audited
3611,MATSUOKA CORPORATION,Textiles and Apparels,already_represented_by_better_candidate,audited
7085,"CURVES HOLDINGS Co.,Ltd.",Services,ai_keyword_only,audited
2692,"ITOCHU-SHOKUHIN Co.,Ltd.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
5757,"CK SAN-ETSU Co.,Ltd.",Nonferrous Metals,ai_keyword_only,audited
6227,"AIMECHATEC,Ltd.",Machinery,ai_keyword_only,audited
1959,KRAFTIA CORPORATION,Construction,ai_keyword_only,audited
7235,"TOKYO RADIATOR MFG.CO.,LTD.",Transportation Equipment,already_represented_by_better_candidate,audited
2341,"ARBEIT-TIMES CO.,LTD.",Services,ai_keyword_only,audited
6800,"YOKOWO CO.,LTD.",Electric Appliances,ai_keyword_only,audited
9438,MTI Ltd.,Information & Communication,ai_keyword_only,audited
6524,"KOHOKU KOGYO CO.,LTD.",Electric Appliances,ai_keyword_only,audited
3271,The Global Ltd.,Real Estate,score_below_cutoff,score_below_cutoff_v5
2653,"AEON KYUSHU CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
3020,"Applied Co.,Ltd.",Retail Trade,distress_or_quality_risk,audited
4317,Ray Corporation,Services,ai_keyword_only,audited
3627,TECMIRA HOLDINGS INC.,Information & Communication,ai_keyword_only,audited
4231,TIGERS POLYMER CORPORATION,Chemicals,ai_keyword_only,audited
9619,"ICHINEN HOLDINGS CO.,LTD.",Services,ai_keyword_only,audited
6824,"NEW COSMOS ELECTRIC CO.,LTD.",Electric Appliances,ai_keyword_only,audited
5820,"MITSUBOSHI CO.,LTD.",Nonferrous Metals,ai_keyword_only,audited
6336,"ISHII HYOKI CO.,LTD.",Machinery,ai_keyword_only,audited
7551,"WEDS CO.,LTD.",Transportation Equipment,distress_or_quality_risk,audited
6331,"Mitsubishi Kakoki Kaisha,Ltd.",Machinery,ai_keyword_only,audited
5208,"Arisawa Mfg.Co.,Ltd.",Chemicals,ai_keyword_only,audited
2354,YE DIGITAL Corporation,Information & Communication,ai_keyword_only,audited
3106,KURABO INDUSTRIES LTD.,Textiles and Apparels,score_below_cutoff,score_below_cutoff_v5
6383,"DAIFUKU CO.,LTD.",Machinery,ai_keyword_only,audited
9553,"MicroAd,Inc.",Services,ai_keyword_only,audited
1420,Sanyo Homes Corporation,Construction,ai_keyword_only,audited
5449,"OSAKA STEEL CO.,LTD.",Iron and Steel,score_below_cutoff,score_below_cutoff_v5
2475,"WDB HOLDINGS CO.,LTD.",Services,low_pbr_only,audited
8101,GSI Creos Corporation,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
6284,"NISSEI ASB MACHINE CO.,LTD.",Machinery,ai_keyword_only,audited
1870,"YAHAGI CONSTRUCTION CO.,LTD.",Construction,ai_keyword_only,audited
4931,"Shinnihonseiyaku Co.,Ltd.",Chemicals,ai_keyword_only,audited
4377,ONE CAREER Inc.,Information & Communication,ai_keyword_only,audited
5363,TYK CORPORATION,Glass and Ceramics Products,already_represented_by_better_candidate,audited
1813,Fudo Tetra Corporation,Construction,ai_keyword_only,audited
4481,"BASE CO.,LTD.",Information & Communication,ai_keyword_only,audited
2907,"AHJIKAN CO.,LTD.",Foods,distress_or_quality_risk,audited
6954,FANUC CORPORATION,Electric Appliances,ai_keyword_only,audited
6459,DAIWA INDUSTRIES LTD.,Machinery,ai_keyword_only,audited
7614,"OM2Network Co.,Ltd.",Retail Trade,distress_or_quality_risk,audited
8137,SUN-WA TECHNOS CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
1852,ASANUMA CORPORATION,Construction,ai_keyword_only,audited
7291,"NIHON PLAST CO.,LTD.",Transportation Equipment,distress_or_quality_risk,audited
3150,"grems,Inc.",Electric Power and Gas,score_below_cutoff,score_below_cutoff_v5
7995,"VALQUA,LTD.",Chemicals,ai_keyword_only,audited
3396,FELISSIMO CORPORATION,Retail Trade,score_below_cutoff,score_below_cutoff_v5
3763,Pro-Ship Incorporated,Information & Communication,ai_keyword_only,audited
5946,"CHOFU SEISAKUSHO CO.,LTD.",Metal Products,score_below_cutoff,score_below_cutoff_v5
4733,"OBIC BUSINESS CONSULTANTS CO.,LTD.",Information & Communication,ai_keyword_only,audited
1812,KAJIMA CORPORATION,Construction,ai_keyword_only,audited
6517,"Denyo Co.,Ltd.",Electric Appliances,ai_keyword_only,audited
5976,"Neturen Co.,Ltd.",Metal Products,score_below_cutoff,score_below_cutoff_v5
9270,Valuence Holdings Inc.,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
3457,"&Do Holdings Co.,Ltd.",Real Estate,score_below_cutoff,score_below_cutoff_v5
7925,"MAEZAWA KASEI INDUSTRIES CO.,LTD.",Chemicals,ai_keyword_only,audited
7544,"Three F Co.,Ltd.",Retail Trade,distress_or_quality_risk,audited
2158,"FRONTEO,Inc.",Services,ai_keyword_only,audited
7254,UNIVANCE CORPORATION,Transportation Equipment,distress_or_quality_risk,audited
7760,IMV CORPORATION,Precision Instruments,score_below_cutoff,score_below_cutoff_v5
6358,"SAKAI HEAVY INDUSTRIES,LTD.",Machinery,ai_keyword_only,audited
5574,"ABEJA,Inc.",Information & Communication,ai_keyword_only,audited
3109,SHIKIBO LTD.,Textiles and Apparels,already_represented_by_better_candidate,audited
8059,"DAIICHI JITSUGYO CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
4075,"Brains Technology,Inc.",Information & Communication,ai_keyword_only,audited
6996,NICHICON CORPORATION,Electric Appliances,ai_keyword_only,audited
3945,"Superbag Company,Limited",Pulp and Paper,distress_or_quality_risk,audited
8917,"First Juken Co.,Ltd.",Real Estate,already_represented_by_better_candidate,audited
6069,"Trenders,Inc.",Services,ai_keyword_only,audited
7818,"TRANSACTION CO.,Ltd.",Other Products,score_below_cutoff,score_below_cutoff_v5
9846,"TENMAYA STORE CO.,LTD.",Retail Trade,distress_or_quality_risk,audited
6946,"Nippon Avionics Co.,Ltd.",Electric Appliances,ai_keyword_only,audited
5011,"NICHIREKI GROUP CO.,LTD.",Oil and Coal Products,score_below_cutoff,score_below_cutoff_v5
8091,"NICHIMO CO.,LTD.",Wholesale Trade,value_trap_risk,audited
5186,Nitta Corporation,Rubber Products,score_below_cutoff,score_below_cutoff_v5
8030,"Chuo Gyorui Co.,Ltd.",Wholesale Trade,distress_or_quality_risk,audited
1801,TAISEI CORPORATION,Construction,ai_keyword_only,audited
7734,"RIKEN KEIKI CO.,LTD.",Precision Instruments,score_below_cutoff,score_below_cutoff_v5
5805,SWCC Corporation,Nonferrous Metals,ai_keyword_only,audited
6999,KOA CORPORATION,Electric Appliances,ai_keyword_only,audited
5821,HIRAKAWA HEWTECH CORP.,Nonferrous Metals,ai_keyword_only,audited
3547,UNISIA HOLDINGS CO.,Retail Trade,score_below_cutoff,score_below_cutoff_v5
3486,GLOBAL LINK MANAGEMENT INC.,Real Estate,score_below_cutoff,score_below_cutoff_v5
7539,"AINAVO HOLDINGS Co.,Ltd.",Wholesale Trade,distress_or_quality_risk,audited
8163,"SRS HOLDINGS CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
1946,TOENEC CORPORATION,Construction,ai_keyword_only,audited
5631,"The Japan Steel Works,Ltd.",Machinery,ai_keyword_only,audited
4463,"NICCA CHEMICAL CO.,LTD.",Chemicals,ai_keyword_only,audited
9424,Japan Communications Inc.,Information & Communication,ai_keyword_only,audited
4820,"EM SYSTEMS CO.,LTD.",Information & Communication,ai_keyword_only,audited
6071,"IBJ,Inc.",Services,ai_keyword_only,audited
2652,MANDARAKE INC.,Retail Trade,score_below_cutoff,score_below_cutoff_v5
9906,Fujii Sangyo Corporation,Wholesale Trade,already_represented_by_better_candidate,audited
6653,"SEIKO ELECTRIC CO.,LTD.",Electric Appliances,ai_keyword_only,audited
1799,DAIICHI KENSETSU CORPORATION,Construction,ai_keyword_only,audited
5939,"OTANI KOGYO CO.,LTD.",Metal Products,score_below_cutoff,score_below_cutoff_v5
3675,Cross Marketing Group Inc.,Information & Communication,ai_keyword_only,audited
4187,OSAKA ORGANIC CHEMICAL INDUSTRY LTD.,Chemicals,ai_keyword_only,audited
7377,"DN HOLDINGS CO.,LTD.",Services,ai_keyword_only,audited
7409,"AeroEdge Co.,Ltd",Transportation Equipment,score_below_cutoff,score_below_cutoff_v5
3321,"MITACHI CO.,LTD.",Wholesale Trade,value_trap_risk,audited
4577,"Daito Pharmaceutical Co.,Ltd.",Pharmaceutical,score_below_cutoff,score_below_cutoff_v5
9845,PARKER CORPORATION,Chemicals,ai_keyword_only,audited
9068,"Maruzen Showa Unyu Co.,Ltd.",Land Transportation,score_below_cutoff,score_below_cutoff_v5
6771,"IKEGAMI TSUSHINKI CO.,LTD.",Electric Appliances,ai_keyword_only,audited
7421,"KAPPA・CREATE CO.,LTD.",Retail Trade,score_below_cutoff,score_below_cutoff_v5
6387,SAMCO INC.,Machinery,ai_keyword_only,audited
7066,"Peers Co.,Ltd.",Services,ai_keyword_only,audited
9722,FUJITA KANKO INC.,Services,ai_keyword_only,audited
4027,TAYCA CORPORATION,Chemicals,ai_keyword_only,audited
9763,"Maruken Lease Co.,Ltd.",Wholesale Trade,already_represented_by_better_candidate,audited
9827,"Lilycolor Co.,Ltd.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
4826,"Computer Institute of Japan, Ltd.",Information & Communication,ai_keyword_only,audited
1965,TECHNO RYOWA LTD.,Construction,ai_keyword_only,audited
6929,"NIPPON CERAMIC CO.,LTD.",Electric Appliances,ai_keyword_only,audited
7874,"LEC,INC.",Chemicals,ai_keyword_only,audited
5010,"NIPPON SEIRO CO.,LTD.",Oil and Coal Products,already_represented_by_better_candidate,audited
7510,TAKEBISHI CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
1384,"Hokuryo Co.,Ltd.","Fishery, Agriculture and Forestry",score_below_cutoff,score_below_cutoff_v5
1381,"AXYZ CO.,Ltd.","Fishery, Agriculture and Forestry",score_below_cutoff,score_below_cutoff_v5
7938,REGAL CORPORATION,Other Products,distress_or_quality_risk,audited
1942,"KANDENKO CO.,LTD.",Construction,ai_keyword_only,audited
6907,"GEOMATEC CO.,LTD.",Electric Appliances,ai_keyword_only,audited
6485,"MAEZAWA KYUSO INDUSTRIES CO.,LTD.",Machinery,ai_keyword_only,audited
2415,"Human Holdings Co.,Ltd.",Services,ai_keyword_only,audited
5074,"TESS Holdings Co.,Ltd.",Construction,ai_keyword_only,audited
9412,SKY Perfect JSAT Corporation,Information & Communication,ai_keyword_only,audited
7722,"KOKUSAI CO.,LTD.",Precision Instruments,score_below_cutoff,score_below_cutoff_v5
2332,"Quest Co.,Ltd.",Information & Communication,ai_keyword_only,audited
9310,Japan Transcity Corporation,Warehousing and Harbor Transportation Service,already_represented_by_better_candidate,audited
4099,SHIKOKU KASEI HOLDINGS CORPORATION,Chemicals,ai_keyword_only,audited
3843,"FreeBit Co.,Ltd.",Information & Communication,ai_keyword_only,audited
5592,"Kusurinomadoguchi,Inc.",Information & Communication,ai_keyword_only,audited
2533,"Oenon Holdings,Inc.",Foods,score_below_cutoff,score_below_cutoff_v5
3678,"MEDIA DO Co.,Ltd.",Information & Communication,ai_keyword_only,audited
4449,giftee Inc.,Information & Communication,ai_keyword_only,audited
3131,SHINDEN HIGHTEX CORPORATION,Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
3676,"DIGITAL HEARTS HOLDINGS Co.,Ltd.",Information & Communication,ai_keyword_only,audited
4224,LONSEAL CORPORATION,Chemicals,ai_keyword_only,audited
7885,"TAKANO Co.,Ltd.",Other Products,score_below_cutoff,score_below_cutoff_v5
4998,FUMAKILLA LIMITED,Chemicals,ai_keyword_only,audited
7812,CRESTEC Inc.,Other Products,distress_or_quality_risk,audited
2815,"ARIAKE JAPAN Co.,Ltd.",Foods,score_below_cutoff,score_below_cutoff_v5
7213,LECIP HOLDINGS CORPORATION,Transportation Equipment,distress_or_quality_risk,audited
1718,"MIKIKOGYO CO.,LTD.",Construction,ai_keyword_only,audited
3778,SAKURA internet Inc.,Information & Communication,ai_keyword_only,audited
3069,JFLA Holdings Inc.,Foods,distress_or_quality_risk,audited
7963,KOKEN LTD.,Other Products,already_represented_by_better_candidate,audited
6345,AICHI CORPORATION,Machinery,ai_keyword_only,audited
7220,"MUSASHI SEIMITSU INDUSTRY CO.,LTD.",Transportation Equipment,score_below_cutoff,score_below_cutoff_v5
2469,Hibino Corporation,Services,ai_keyword_only,audited
6382,TRINITY INDUSTRIAL CORPORATION,Machinery,ai_keyword_only,audited
6788,"NIHON TRIM CO.,LTD.",Electric Appliances,ai_keyword_only,audited
9824,"SENSHU ELECTRIC CO.,LTD.",Wholesale Trade,score_below_cutoff,score_below_cutoff_v5
4170,"Kaizen Platform,Inc.",Information & Communication,ai_keyword_only,audited
7022,Sanoyas Holdings Corporation,Machinery,ai_keyword_only,audited
1867,UEKI CORPORATION,Construction,ai_keyword_only,audited
7094,NexTone Inc.,Services,ai_keyword_only,audited
