code_n,code,company_name,sector,transformation_score,emerging_score,dual_combined_score,bridge_score,transformation_grade,emerging_grade,role_candidate,final_role,ai_keyword_only_flag,low_pbr_only_flag,base_hard_exclusion_flag
2384,2384,"SBS Holdings,Inc.",Land Transportation,59.2086972698733,14.473384615384614,36.84104094262896,66.51932895297577,C,C,Bridge / Diversifier,,False,False,False
7921,7921,TAKARA & COMPANY LTD.,Other Products,53.33372990377503,17.904211538461535,35.61897072111828,63.28809690162173,C,C,Bridge / Diversifier,,False,False,False
9928,9928,"MIROKU JYOHO SERVICE CO.,LTD.",Information & Communication,70.35347066738959,22.95853846153846,46.65600456446403,82.87622704888246,B,D,Transformation Core,,True,False,False
3496,3496,"AZOOM CO.,LTD",Real Estate,53.68205545566175,17.711269230769226,35.696662343215486,73.70694868243214,C,C,Bridge / Diversifier,,False,False,False
2207,2207,"MEITO CO.,LTD.",Foods,55.406046645865025,10.960249999999998,33.18314832293251,66.47332565522578,C,C,Bridge / Diversifier,,False,False,False
6364,6364,AIRMAN CORPORATION,Machinery,37.59230998346356,14.28578846153846,25.93904922250101,47.26667958181405,C,D,Bridge / Diversifier,,True,False,False
8052,8052,"TSUBAKIMOTO KOGYO CO.,LTD.",Wholesale Trade,48.60347469780545,10.65548076923077,29.62947773351811,62.73191108379301,C,C,Bridge / Diversifier,,False,False,False
3177,3177,"ARIGATOU SERVICES COMPANY,LIMITED",Retail Trade,64.97010235394228,0.0,32.48505117697114,71.73355629466826,D,D,Rejected,,False,False,True
5184,5184,"NICHIRIN CO.,LTD.",Rubber Products,48.53589743716813,14.987326923076925,31.761612180122523,57.37656177226066,C,C,Bridge / Diversifier,,False,False,False
2489,2489,Adways Inc.,Services,35.54870714466795,25.27228846153846,30.410497803103205,63.73360711138555,C,D,Bridge / Diversifier,,True,False,False
5333,5333,NGK Corporation,Glass and Ceramics Products,57.91500287197186,17.399346153846153,37.65717451290901,67.85325157958454,C,C,Bridge / Diversifier,,False,False,False
6744,6744,NOHMI BOSAI LTD.,Electric Appliances,54.783000096190904,19.327134615384615,37.05506735578776,64.08519550745046,C,D,Bridge / Diversifier,,True,False,False
9902,9902,NICHIDEN Corporation,Wholesale Trade,49.34782222682981,10.725096153846154,30.036459190337983,61.095847679301855,C,C,Bridge / Diversifier,,False,False,False
3159,3159,"Maruzen CHI Holdings Co.,Ltd.",Retail Trade,67.00129486840194,0.0,33.50064743420097,78.9870758139847,D,D,Rejected,,False,False,True
7427,7427,"ECHO TRADING CO.,LTD.",Wholesale Trade,57.89041683000946,0.0,28.94520841500473,67.83972925650521,D,D,Rejected,,False,False,True
1885,1885,TOA CORPORATION,Construction,20.630911636847145,7.2549807692307695,13.942946203038955,47.34700140026594,C,D,Bridge / Diversifier,,True,False,False
4461,4461,DKS Co.Ltd.,Chemicals,61.298730159160584,13.76603846153846,37.53238431034952,69.71430158753833,C,D,Bridge / Diversifier,,True,False,False
4082,4082,"DAIICHI KIGENSO KAGAKU-KOGYO CO.,LTD",Chemicals,45.60685123541231,11.544884615384614,28.575867925398462,59.03831363402223,C,D,Bridge / Diversifier,,True,False,False
4493,4493,"Cyber Security Cloud,Inc.",Information & Communication,55.72485583603937,23.628942307692306,39.67689907186583,74.83048889163983,C,D,Bridge / Diversifier,,True,False,False
7730,7730,"MANI,INC.",Precision Instruments,52.89579150441409,21.571653846153847,37.23372267528397,65.09268532742776,C,C,Bridge / Diversifier,,False,False,False
6203,6203,"Howa Machinery,Ltd.",Machinery,35.603845551442035,10.282384615384617,22.943115083413325,53.536660507838576,C,D,Bridge / Diversifier,,True,False,False
7247,7247,MIKUNI CORPORATION,Transportation Equipment,50.757449539276976,13.53103846153846,32.14424400040772,63.91659724660235,C,C,Bridge / Diversifier,,False,False,False
4966,4966,"C.Uyemura & Co.,Ltd.",Chemicals,58.30342078901421,17.88563461538461,38.09452770219941,68.06688143395783,C,D,Bridge / Diversifier,,True,False,False
4958,4958,"T.HASEGAWA CO.,LTD.",Chemicals,50.69470595929462,16.729961538461538,33.71233374887808,61.83663373215751,C,D,Bridge / Diversifier,,True,False,False
4498,4498,"Cybertrust Japan Co.,Ltd.",Information & Communication,67.20542524329227,17.696288461538458,42.45085685241536,79.09934752017438,B,D,Transformation Core,,True,False,False
5644,5644,METALART CORPORATION,Iron and Steel,46.67310499006536,8.70975,27.69142749503268,52.26111683544504,C,C,Bridge / Diversifier,,False,False,False
9672,9672,"TOKYOTOKEIBA CO.,LTD.",Services,64.03155473881367,17.941423076923073,40.98648890786837,71.21735510634753,C,D,Bridge / Diversifier,,True,False,False
5958,5958,"SANYO INDUSTRIES,LTD.",Metal Products,61.46384258843997,0.0,30.731921294219983,77.98693160546017,D,D,Rejected,,False,False,True
9889,9889,JBCC Holdings Inc.,Information & Communication,54.183734825504786,19.232076923076924,36.70790587429086,65.80105415402764,C,D,Bridge / Diversifier,,True,False,False
3107,3107,"Daiwabo Holdings Co.,Ltd.",Wholesale Trade,34.27236013739616,12.743230769230768,23.507795453313463,54.8497980755679,C,C,Bridge / Diversifier,,False,False,False
4165,4165,"PLAID,Inc.",Information & Communication,58.09442577782442,20.704403846153845,39.39941481198913,76.13375235962161,C,D,Bridge / Diversifier,,True,False,False
4431,4431,"Smaregi,Inc.",Information & Communication,60.96396761762025,19.735980769230764,40.34997419342551,77.71200037150932,C,D,Bridge / Diversifier,,True,False,False
4549,4549,"EIKEN CHEMICAL CO.,LTD.",Pharmaceutical,45.200521968027765,15.729884615384613,30.46520329170619,60.86028708241528,C,C,Bridge / Diversifier,,False,False,False
1815,1815,TEKKEN CORPORATION,Construction,9.681982750288526,6.521942307692306,8.101962528990416,39.27963596720415,C,D,Bridge / Diversifier,,True,False,False
1952,1952,"Shin Nippon Air Technologies Co.,Ltd.",Construction,59.3202363325038,9.552999999999995,34.4366181662519,62.48976634651346,C,D,Bridge / Diversifier,,True,False,False
1721,1721,COMSYS Holdings Corporation,Construction,55.59836068537003,10.371884615384612,32.98512265037732,74.7609165587717,C,D,Bridge / Diversifier,,True,False,False
8151,8151,TOYO Corporation,Wholesale Trade,48.479831966336896,16.976576923076923,32.72820444470691,62.663907581485304,C,C,Bridge / Diversifier,,False,False,False
1803,1803,SHIMIZU CORPORATION,Construction,55.38791747319509,9.88176923076923,32.634843351982155,66.46335461025731,C,D,Bridge / Diversifier,,True,False,False
6134,6134,FUJI CORPORATION,Machinery,57.16312345805596,17.92961538461538,37.54636942133567,75.62153608374896,C,D,Bridge / Diversifier,,True,False,False
3979,3979,"ULURU.CO.,LTD.",Information & Communication,64.11337096443562,0.0,32.05668548221781,71.26235403043961,D,D,Rejected,,True,False,True
9896,9896,"JK Holdings Co.,Ltd.",Wholesale Trade,59.3185192990409,13.942096153846157,36.630307726443526,76.80700379629067,C,C,Bridge / Diversifier,,False,False,False
2760,2760,TOKYO ELECTRON DEVICE LIMITED,Wholesale Trade,55.22432279815464,12.439442307692309,33.831882552923474,66.37337753898507,C,C,Bridge / Diversifier,,False,False,False
1879,1879,SHINNIHON CORPORATION,Construction,32.305902878141595,5.890365384615382,19.098134131378487,53.76824658297788,C,D,Bridge / Diversifier,,True,False,False
5801,5801,"Furukawa Electric Co.,Ltd.",Nonferrous Metals,62.19533874763364,12.818461538461538,37.50690014304759,70.2074363111985,C,D,Bridge / Diversifier,,True,False,False
9227,9227,"Microwave Chemical Co.,Ltd.",Services,17.277720113954445,23.254269230769225,20.265994672361835,48.78984807692308,C,D,Bridge / Diversifier,,True,False,False
5726,5726,"OSAKA Titanium technologies Co.,Ltd.",Nonferrous Metals,42.27273680894994,8.805057692307692,25.538897250628818,67.43182342674065,C,D,Bridge / Diversifier,,True,False,False
6882,6882,"Sansha Electric Manufacturing Co.,Ltd.",Electric Appliances,36.1520614069658,14.149980769230766,25.151021088098283,46.474542864740286,C,D,Bridge / Diversifier,,True,False,False
8244,8244,"Kintetsu Department Store CO.,Ltd.",Retail Trade,70.59595560863367,20.738634615384612,45.66729511200914,80.96413922111216,B,C,Transformation Core,,False,False,False
9982,9982,"Takihyo Co.,Ltd.",Wholesale Trade,60.97187408312609,12.822557692307692,36.89721588771689,77.71634892753752,C,C,Bridge / Diversifier,,False,False,False
9301,9301,Mitsubishi Logistics Corporation,Warehousing and Harbor Transportation Service,40.66557896851023,12.0825,26.37403948425512,52.229704796317,C,C,Bridge / Diversifier,,False,False,False
1938,1938,"NIPPON RIETEC CO.,LTD.",Construction,44.98018726125569,7.023865384615384,26.00202632293554,60.73910299369064,C,D,Bridge / Diversifier,,True,False,False
2353,2353,"NIPPON PARKING DEVELOPMENT Co.,Ltd.",Real Estate,51.3205897619911,17.16505769230769,34.2428237271494,64.22632436909511,C,C,Bridge / Diversifier,,False,False,False
1860,1860,TODA CORPORATION,Construction,53.03948783644804,9.316173076923077,31.177830456685555,63.12626376459188,C,D,Bridge / Diversifier,,True,False,False
2666,2666,"AUTOWAVE Co.,Ltd.",Retail Trade,63.660636318650816,0.0,31.830318159325408,77.14971361162159,D,D,Rejected,,False,False,True
6493,6493,NITTAN Corporation,Transportation Equipment,59.801065139497766,11.533134615384617,35.66709987744119,77.07240400854195,C,C,Bridge / Diversifier,,False,False,False
9248,9248,"People, Dreams & Technologies Group Co.,Ltd.",Services,25.222990732571425,2.9565192307692243,14.089754981670325,58.05446308473246,D,D,Rejected,,True,False,True
8891,8891,"AMG HOLDINGS CO.,LTD.",Real Estate,63.084541377403355,8.525576923076922,35.80505915024014,70.69649775757185,C,C,Bridge / Diversifier,,False,False,False
6643,6643,"Togami Electric Mfg.Co.,Ltd.",Electric Appliances,50.9828235093505,14.559596153846153,32.77120983159833,54.631462021051874,C,D,Bridge / Diversifier,,True,False,False
4046,4046,"OSAKA SODA CO.,LTD.",Chemicals,53.35352559737317,14.48346153846154,33.91849356791735,63.29898453310071,C,D,Bridge / Diversifier,,True,False,False
8135,8135,ZETT CORPORATION,Wholesale Trade,49.274164667649174,0.0,24.637082333824587,63.100790567207056,D,D,Rejected,,False,False,True
8919,8919,"KATITAS CO.,LTD",Real Estate,30.993973154508097,14.980903846153849,22.987438500330978,53.04668523497946,C,C,Bridge / Diversifier,,False,False,False
4107,4107,ISE CHEMICALS CORPORATION,Chemicals,55.8396644858646,14.239961538461536,35.039813012163066,66.71181546722553,C,D,Bridge / Diversifier,,True,False,False
7608,7608,"SK JAPAN CO.,LTD.",Wholesale Trade,42.013032330329835,14.916403846153845,28.46471808824184,65.24353141804505,C,C,Bridge / Diversifier,,False,False,False
5280,5280,"Yoshicon Co.,Ltd.",Real Estate,63.29048155089358,11.105326923076923,37.19790423698525,78.99158303480965,C,C,Bridge / Diversifier,,False,False,False
6317,6317,Kitagawa Corporation,Machinery,68.32763323472196,12.537134615384616,40.43238392505329,81.76201646091526,B,D,Transformation Core,,True,False,False
1944,1944,KINDEN CORPORATION,Construction,42.72453250026123,11.729499999999998,27.227016250130617,53.36212923878005,C,D,Bridge / Diversifier,,True,False,False
4686,4686,JUSTSYSTEMS CORPORATION,Information & Communication,46.63950342849418,17.748961538461536,32.19423248347786,61.651726885671806,C,D,Bridge / Diversifier,,True,False,False
6490,6490,PILLAR Corporation,Machinery,48.08680621865902,16.89434615384615,32.49057618625258,62.44774342026247,C,D,Bridge / Diversifier,,True,False,False
6507,6507,"SINFONIA TECHNOLOGY CO.,LTD.",Electric Appliances,61.950799379714816,17.63651923076923,39.79365930524202,78.25475784066134,C,D,Bridge / Diversifier,,True,False,False
9341,9341,"GENOVA,Inc.",Services,46.91241309524915,24.858942307692303,35.885677701470726,61.801827202387045,C,D,Bridge / Diversifier,,True,False,False
9629,9629,PCA CORPORATION,Information & Communication,56.565095686361936,18.450865384615383,37.507980535488656,65.06534808204452,C,D,Bridge / Diversifier,,True,False,False
9793,9793,"Daiseki Co.,Ltd.",Services,48.47604563338744,21.436557692307687,34.956301662847565,62.6618250983631,C,D,Bridge / Diversifier,,True,False,False
7609,7609,"Daitron Co.,Ltd.",Wholesale Trade,51.071942776699835,13.664692307692306,32.36831754219607,64.08956852718492,C,C,Bridge / Diversifier,,False,False,False
4763,4763,"CREEK & RIVER Co.,Ltd.",Services,37.13745034984036,25.734307692307688,31.435879021074022,62.56196132877583,C,D,Bridge / Diversifier,,True,False,False
6626,6626,SEMITEC Corporation,Electric Appliances,57.05108954404336,19.861211538461532,38.45615054125245,62.05991743104204,C,D,Bridge / Diversifier,,True,False,False
1976,1976,"MEISEI INDUSTRIAL Co.,Ltd.",Construction,50.28449591995043,7.3825,28.833497959975215,57.52010911960911,C,D,Bridge / Diversifier,,True,False,False
2216,2216,Kanro Inc.,Foods,52.80551955279431,17.564403846153844,35.18496169947407,65.04303575403688,C,C,Bridge / Diversifier,,False,False,False
4465,4465,"Niitaka Co., Ltd.",Chemicals,56.5090132873288,0.0,28.2545066436644,73.21632094439448,D,D,Rejected,,True,False,True
1926,1926,"RAITO KOGYO CO.,LTD.",Construction,51.123413583655925,9.226096153846154,30.174754868751037,64.11787747101077,C,D,Bridge / Diversifier,,True,False,False
1871,1871,"PS Construction Co.,Ltd.",Construction,66.77119041058744,8.437288461538461,37.60423943606295,70.67870018036855,B,D,Transformation Core,,True,False,False
8117,8117,CENTRAL AUTOMOTIVE PRODUCTS LTD.,Wholesale Trade,51.81876601951013,15.544192307692306,33.68147916360122,64.50032131073058,C,C,Bridge / Diversifier,,False,False,False
6286,6286,SEIKO CORPORATION,Machinery,77.89153388539899,0.0,38.94576694269949,87.02216181878762,D,D,Rejected,,True,False,True
7521,7521,"MUSASHI CO.,LTD.",Wholesale Trade,65.29685208807507,0.0,32.648426044037535,80.09508683025948,D,D,Rejected,,False,False,True
2737,2737,TOMEN DEVICES CORPORATION,Wholesale Trade,52.4941197727435,7.284134615384615,29.88912719406406,64.87176587500893,C,C,Bridge / Diversifier,,False,False,False
6947,6947,ZUKEN INC.,Electric Appliances,47.5199666523025,21.38751923076923,34.453742941535864,60.09052711331184,C,D,Bridge / Diversifier,,True,False,False
3741,3741,"Systems Engineering Consultants Co.,LTD.",Information & Communication,14.88676376262599,14.59476923076923,14.74076649669761,44.1877200694443,C,D,Bridge / Diversifier,,True,False,False
1930,1930,"HOKURIKU ELECTRICAL CONSTRUCTION CO.,LTD.",Construction,64.65885242794431,8.136442307692306,36.39764736781831,69.51691428991484,C,D,Bridge / Diversifier,,True,False,False
9324,9324,Yasuda Logistics Corporation,Warehousing and Harbor Transportation Service,54.34754709731085,10.7835,32.56552354865543,59.75478726715734,C,C,Bridge / Diversifier,,False,False,False
4595,4595,"MIZUHO MEDY CO.,LTD.",Pharmaceutical,27.47579705929352,16.96182692307692,22.21881199118522,49.0662338371569,C,C,Bridge / Diversifier,,False,False,False
3433,3433,"TOCALO Co.,Ltd.",Metal Products,54.1185162085321,16.88851923076923,35.50351771965067,65.76518391469267,C,C,Bridge / Diversifier,,False,False,False
7525,7525,RIX CORPORATION,Wholesale Trade,58.04997011000294,14.290019230769229,36.16999467038608,74.06384719686525,C,C,Bridge / Diversifier,,False,False,False
5285,5285,YAMAX Corp.,Glass and Ceramics Products,45.128453466048434,15.041307692307692,30.084880579178066,55.502467588144825,C,C,Bridge / Diversifier,,False,False,False
6834,6834,"SEIKOH GIKEN Co.,Ltd.",Electric Appliances,51.25023517654024,15.638846153846153,33.444540665193195,64.18762934709714,C,D,Bridge / Diversifier,,True,False,False
4684,4684,"OBIC Co.,Ltd.",Information & Communication,51.10638577529075,19.487057692307687,35.29672173379922,64.10851217640992,C,D,Bridge / Diversifier,,True,False,False
9467,9467,"AlphaPolis Co.,Ltd.",Information & Communication,50.50300030763118,19.34648076923077,34.924740538430974,71.95846835101534,C,D,Bridge / Diversifier,,True,False,False
3139,3139,"Lacto Japan Co.,Ltd.",Wholesale Trade,18.892550215448793,7.983326923076923,13.437938569262858,44.3454480730423,C,C,Bridge / Diversifier,,False,False,False
1951,1951,"EXEO Group,Inc.",Construction,40.74244124752035,11.217769230769232,25.98010523914479,58.4083426861362,C,D,Bridge / Diversifier,,True,False,False
3662,3662,"Ateam Holdings Co.,Ltd.",Information & Communication,55.48783490984101,21.657730769230778,38.57278283953589,66.51830920041257,C,D,Bridge / Diversifier,,True,False,False
6862,6862,MINATO HOLDINGS INC.,Electric Appliances,34.913049819558964,11.696634615384614,23.304842217471787,53.15672285530289,C,D,Bridge / Diversifier,,True,False,False
6748,6748,"SEIWA ELECTRIC MFG. CO.,LTD.",Electric Appliances,68.55520554406718,0.0,34.27760277203359,79.84172668560058,D,D,Rejected,,True,False,True
4013,4013,"Kinjiro Co.,Ltd.",Information & Communication,75.00530411143441,17.25559615384615,46.13045013264028,83.38928089765255,B,D,Transformation Core,,True,False,False
7811,7811,"NAKAMOTO PACKS CO.,LTD.",Other Products,68.9841178087357,12.120403846153843,40.552260827444776,82.12308297662281,B,C,Transformation Core,,False,False,False
4992,4992,"HOKKO CHEMICAL INDUSTRY CO.,LTD.",Chemicals,42.04096286840412,12.580211538461535,27.31058720343283,49.71343866853137,C,D,Bridge / Diversifier,,True,False,False
9551,9551,"METAWATER Co.,Ltd.",Electric Power and Gas,48.32115385206217,14.84526923076923,31.5832115414157,60.531180073179655,C,C,Bridge / Diversifier,,False,False,False
4371,4371,Core Concept Technologies Inc.,Information & Communication,56.82967271545523,17.198442307692304,37.01405751157377,75.43813817531856,C,D,Bridge / Diversifier,,True,False,False
8920,8920,"TOSHO CO.,LTD.",Services,76.94730240764937,14.883826923076924,45.91556466536315,86.50283450602534,B,D,Transformation Core,,True,False,False
7438,7438,KONDOTEC INC.,Wholesale Trade,60.91243326861144,14.584576923076922,37.74850509584418,75.63820193409992,C,C,Bridge / Diversifier,,False,False,False
3915,3915,"TerraSky Co.,Ltd",Information & Communication,52.564108061358745,17.696480769230767,35.130294415294756,64.91025943374731,C,D,Bridge / Diversifier,,True,False,False
3565,3565,Ascentech K.K.,Wholesale Trade,62.710009341744936,9.103307692307691,35.906658517026315,76.62686877432336,C,C,Bridge / Diversifier,,False,False,False
1882,1882,TOA ROAD CORPORATION,Construction,17.29346475641676,7.25825,12.27585737820838,45.51140561602922,C,D,Bridge / Diversifier,,True,False,False
3110,3110,"NITTO BOSEKI CO.,LTD.",Glass and Ceramics Products,63.49367190673589,16.824711538461536,40.159191722598706,70.92151954870474,C,C,Bridge / Diversifier,,False,False,False
1950,1950,"NIPPON DENSETSU KOGYO CO.,LTD.",Construction,6.492424852067998,8.9725,7.732462426033999,34.79851136363637,D,D,Bridge / Diversifier,,True,False,False
6255,6255,NPC Incorporated,Machinery,57.326435877548974,14.15101923076923,35.7387275541591,65.4840851871974,C,D,Bridge / Diversifier,,True,False,False
4055,4055,T&S Group Inc.,Information & Communication,50.07149612823194,15.710403846153843,32.8909499871929,63.53932287052758,C,D,Bridge / Diversifier,,True,False,False
7628,7628,OHASHI TECHNICA INC.,Wholesale Trade,50.80351414560835,10.569423076923076,30.68646861126571,63.9419327800846,C,C,Bridge / Diversifier,,False,False,False
8079,8079,SHOEI FOODS CORPORATION,Wholesale Trade,10.488348898405532,12.367096153846154,11.427722526125844,40.75644833916085,C,C,Bridge / Diversifier,,False,False,False
7646,7646,"PLANT Co.,Ltd.",Retail Trade,64.01820343188288,0.0,32.00910171594144,69.16455734208105,D,D,Rejected,,False,False,True
2764,2764,Hiramatsu Inc.,Retail Trade,34.78347357823567,18.64396153846154,26.71371755834861,61.26727410439325,C,C,Bridge / Diversifier,,False,False,False
6402,6402,"KANEMATSU ENGINEERING CO.,LTD.",Machinery,52.890538810283026,13.009269230769233,32.94990402052613,59.77161452747385,C,D,Bridge / Diversifier,,True,False,False
3611,3611,MATSUOKA CORPORATION,Textiles and Apparels,56.7741311556816,13.651038461538462,35.21258480861003,73.36213577198852,C,C,Bridge / Diversifier,,False,False,False
7085,7085,"CURVES HOLDINGS Co.,Ltd.",Services,65.26458377702542,22.83584615384615,44.050214965435785,71.895521077364,B,D,Transformation Core,,True,False,False
2692,2692,"ITOCHU-SHOKUHIN Co.,Ltd.",Wholesale Trade,15.339943379068607,10.036288461538462,12.688115920303536,42.3915143130332,C,C,Bridge / Diversifier,,False,False,False
5757,5757,"CK SAN-ETSU Co.,Ltd.",Nonferrous Metals,43.566030767567355,6.531384615384614,25.048707691475983,54.64313510398023,C,D,Bridge / Diversifier,,True,False,False
6227,6227,"AIMECHATEC,Ltd.",Machinery,50.955504789419045,12.046692307692307,31.50109854855567,64.02552763418049,C,D,Bridge / Diversifier,,True,False,False
1959,1959,KRAFTIA CORPORATION,Construction,42.82349303859344,10.672249999999998,26.74787151929672,67.73473935304457,C,D,Bridge / Diversifier,,True,False,False
7235,7235,"TOKYO RADIATOR MFG.CO.,LTD.",Transportation Equipment,64.951331489686,9.542538461538465,37.246934975612234,77.85959595569093,C,C,Bridge / Diversifier,,False,False,False
2341,2341,"ARBEIT-TIMES CO.,LTD.",Services,59.04595966514262,4.244673076923071,31.645316371032845,68.47527781582845,D,D,Rejected,,True,False,True
6800,6800,"YOKOWO CO.,LTD.",Electric Appliances,55.18063348294509,16.78830769230769,35.98447058762639,64.30389387016527,C,D,Bridge / Diversifier,,True,False,False
9438,9438,MTI Ltd.,Information & Communication,77.93277936057117,21.973461538461535,49.953120449516355,87.04484683013233,B,D,Transformation Core,,True,False,False
6524,6524,"KOHOKU KOGYO CO.,LTD.",Electric Appliances,52.4251856687981,30.768192307692303,41.596688988245205,62.78839757238442,C,D,Bridge / Diversifier,,True,False,False
3271,3271,The Global Ltd.,Real Estate,71.82439962436118,10.046807692307691,40.93560365833443,75.50341979339865,B,C,Transformation Core,,False,False,False
2653,2653,"AEON KYUSHU CO.,LTD.",Retail Trade,58.52615636126548,20.51584615384615,39.52100125755582,76.3712041805142,C,C,Bridge / Diversifier,,False,False,False
3020,3020,"Applied Co.,Ltd.",Retail Trade,71.64117576666045,0.0,35.82058788333023,81.53901030802689,D,D,Rejected,,False,False,True
4317,4317,Ray Corporation,Services,68.09935509421908,2.1758076923076928,35.13758139326339,73.4546453018205,D,D,Rejected,,True,False,True
3627,3627,TECMIRA HOLDINGS INC.,Information & Communication,56.36427027386312,0.0,28.18213513693156,75.1821668324429,D,D,Rejected,,True,False,True
4231,4231,TIGERS POLYMER CORPORATION,Chemicals,65.31136246062007,13.037711538461537,39.174536999540805,71.92124935334105,B,D,Transformation Core,,True,False,False
9619,9619,"ICHINEN HOLDINGS CO.,LTD.",Services,55.1905155587485,19.112249999999996,37.151382779374245,72.49114719367532,C,D,Bridge / Diversifier,,True,False,False
6824,6824,"NEW COSMOS ELECTRIC CO.,LTD.",Electric Appliances,49.31721951418828,18.05582692307692,33.6865232186326,57.80628891462174,C,D,Bridge / Diversifier,,True,False,False
5820,5820,"MITSUBOSHI CO.,LTD.",Nonferrous Metals,47.53229698766373,5.095615384615385,26.313956186139556,62.14276334321506,C,D,Bridge / Diversifier,,True,False,False
6336,6336,"ISHII HYOKI CO.,LTD.",Machinery,51.43454690200859,13.234730769230769,32.33463883561968,58.97081897792291,C,D,Bridge / Diversifier,,True,False,False
7551,7551,"WEDS CO.,LTD.",Transportation Equipment,60.527775703541835,0.0,30.263887851770917,77.4720948187662,D,D,Rejected,,False,False,True
6331,6331,"Mitsubishi Kakoki Kaisha,Ltd.",Machinery,16.773477855149117,13.254346153846155,15.013912004497636,43.17995827487748,C,D,Bridge / Diversifier,,True,False,False
5208,5208,"Arisawa Mfg.Co.,Ltd.",Chemicals,53.14034571627267,13.501384615384616,33.32086516582864,63.18173559849544,C,D,Bridge / Diversifier,,True,False,False
2354,2354,YE DIGITAL Corporation,Information & Communication,49.967700908178614,16.81209615384615,33.38989853101238,61.4367809540437,C,D,Bridge / Diversifier,,True,False,False
3106,3106,KURABO INDUSTRIES LTD.,Textiles and Apparels,56.661241006705126,14.465942307692307,35.563591657198714,65.11822800823327,C,C,Bridge / Diversifier,,False,False,False
6383,6383,"DAIFUKU CO.,LTD.",Machinery,46.32579451295891,17.68255769230769,32.004176102633295,61.47918698212741,C,D,Bridge / Diversifier,,True,False,False
9553,9553,"MicroAd,Inc.",Services,51.8755042313182,21.58207692307692,36.72879057719756,72.7133455090432,C,D,Bridge / Diversifier,,True,False,False
1420,1420,Sanyo Homes Corporation,Construction,28.54658098006751,7.492653846153843,18.019617413110677,59.882437720855314,C,D,Bridge / Diversifier,,True,False,False
5449,5449,"OSAKA STEEL CO.,LTD.",Iron and Steel,66.2099826950886,9.106596153846152,37.65828942446738,78.55185411866236,B,C,Transformation Core,,False,False,False
2475,2475,"WDB HOLDINGS CO.,LTD.",Services,54.26780234570917,23.277019230769227,38.7724107882392,71.98365492650368,D,D,Bridge / Diversifier,,True,True,False
8101,8101,GSI Creos Corporation,Wholesale Trade,49.94865224146795,10.625923076923076,30.287287659195513,58.15357691462556,C,C,Bridge / Diversifier,,False,False,False
6284,6284,"NISSEI ASB MACHINE CO.,LTD.",Machinery,58.33433833679562,19.574692307692303,38.95451532224397,68.0838860852376,C,D,Bridge / Diversifier,,True,False,False
1870,1870,"YAHAGI CONSTRUCTION CO.,LTD.",Construction,13.53772329466942,6.856557692307689,10.197140493488554,41.400293266613645,C,D,Bridge / Diversifier,,True,False,False
4931,4931,"Shinnihonseiyaku Co.,Ltd.",Chemicals,58.176061420217025,20.05436538461538,39.1152134024162,67.99683378111938,C,D,Bridge / Diversifier,,True,False,False
4377,4377,ONE CAREER Inc.,Information & Communication,65.001115777981,20.156711538461536,42.57891365822127,79.93243185970773,B,D,Transformation Core,,True,False,False
5363,5363,TYK CORPORATION,Glass and Ceramics Products,60.84918593770544,12.519692307692306,36.68443912269888,75.60341590210163,C,C,Bridge / Diversifier,,False,False,False
1813,1813,Fudo Tetra Corporation,Construction,34.775979271315784,7.569038461538462,21.172508866427123,55.12678859922369,C,D,Bridge / Diversifier,,True,False,False
4481,4481,"BASE CO.,LTD.",Information & Communication,54.98236600503267,18.616807692307688,36.799586848670174,66.24030130276797,C,D,Bridge / Diversifier,,True,False,False
2907,2907,"AHJIKAN CO.,LTD.",Foods,75.53616911684821,0.0,37.76808455842411,77.54489301426653,D,D,Rejected,,False,False,True
6954,6954,FANUC CORPORATION,Electric Appliances,52.10813370052006,18.88332692307692,35.49573031179849,64.65947353528604,C,D,Bridge / Diversifier,,True,False,False
6459,6459,DAIWA INDUSTRIES LTD.,Machinery,34.257978160314266,20.39057692307692,27.324277541695594,45.432797079081936,C,D,Bridge / Diversifier,,True,False,False
7614,7614,"OM2Network Co.,Ltd.",Retail Trade,51.651218289050085,0.0,25.825609144525043,62.362715513523014,D,D,Rejected,,False,False,True
8137,8137,SUN-WA TECHNOS CORPORATION,Wholesale Trade,53.432696017902394,11.16001923076923,32.29635762433581,63.34252826439178,C,C,Bridge / Diversifier,,False,False,False
1852,1852,ASANUMA CORPORATION,Construction,40.4646599257943,7.582653846153846,24.023656885974074,56.21010841373233,C,D,Bridge / Diversifier,,True,False,False
7291,7291,"NIHON PLAST CO.,LTD.",Transportation Equipment,69.82334370408181,0.0,34.911671852040904,74.402839037245,D,D,Rejected,,False,False,True
3150,3150,"grems,Inc.",Electric Power and Gas,55.199184386842546,15.645942307692309,35.42256334726743,64.31409686730886,C,C,Bridge / Diversifier,,False,False,False
7995,7995,"VALQUA,LTD.",Chemicals,35.281200202972514,18.767134615384613,27.024167409178563,53.35920556618034,C,D,Bridge / Diversifier,,True,False,False
3396,3396,FELISSIMO CORPORATION,Retail Trade,65.9971046660269,0.0,32.99855233301345,72.29840756631481,D,D,Rejected,,False,False,True
3763,3763,Pro-Ship Incorporated,Information & Communication,37.08274243940107,17.90305769230769,27.492900065854386,54.35005379621605,C,D,Bridge / Diversifier,,True,False,False
