code,curated_evidence_flag,systematic_screening_flag,emerging_disclosure_level,emerging_evidence_source,emerging_evidence_snippet,emerging_evidence_category,emerging_keyword_hits,emerging_quantitative_evidence_flag,emerging_product_customer_evidence_flag,emerging_keyword_only_flag,theme_hype_penalty_reason
9928,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3496,False,False,0,,no verified company disclosure,,{},False,False,False,none
2207,False,False,0,,no verified company disclosure,,{},False,False,False,none
6364,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
8052,False,False,0,,no verified company disclosure,,{},False,False,False,none
3177,False,False,0,,no verified company disclosure,,{},False,False,False,none
5184,False,False,0,,no verified company disclosure,,{},False,False,False,none
2489,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
5333,False,False,0,,no verified company disclosure,,{},False,False,False,none
6744,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
9902,False,False,0,,no verified company disclosure,,{},False,False,False,none
3159,False,False,0,,no verified company disclosure,,{},False,False,False,none
7427,False,False,0,,no verified company disclosure,,{},False,False,False,none
1885,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
4461,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
4082,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
4493,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: cybersecurity,cybersecurity,"{""cybersecurity"": [""cyber security""]}",False,False,True,keyword-only systematic hit
7730,False,False,0,,no verified company disclosure,,{},False,False,False,none
6203,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
7247,False,False,0,,no verified company disclosure,,{},False,False,False,none
4966,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
4958,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
4498,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
5644,False,False,0,,no verified company disclosure,,{},False,False,False,none
9672,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
5958,False,False,0,,no verified company disclosure,,{},False,False,False,none
9889,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3107,False,False,0,,no verified company disclosure,,{},False,False,False,none
4165,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
4431,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
4549,False,False,0,,no verified company disclosure,,{},False,False,False,none
1815,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
1952,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
1721,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
8151,False,False,0,,no verified company disclosure,,{},False,False,False,none
1803,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
6134,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
3979,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
9896,False,False,0,,no verified company disclosure,,{},False,False,False,none
2760,False,False,0,,no verified company disclosure,,{},False,False,False,none
1879,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
5801,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: optical_communication,optical_communication,"{""optical_communication"": [""cable"", ""optical""]}",False,False,True,keyword-only systematic hit
9227,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
5726,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: optical_communication,optical_communication,"{""optical_communication"": [""cable"", ""optical""]}",False,False,True,keyword-only systematic hit
6882,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
8244,False,False,0,,no verified company disclosure,,{},False,False,False,none
9982,False,False,0,,no verified company disclosure,,{},False,False,False,none
9301,False,False,0,,no verified company disclosure,,{},False,False,False,none
1938,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
2353,False,False,0,,no verified company disclosure,,{},False,False,False,none
1860,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
2666,False,False,0,,no verified company disclosure,,{},False,False,False,none
6493,False,False,0,,no verified company disclosure,,{},False,False,False,none
9248,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
8891,False,False,0,,no verified company disclosure,,{},False,False,False,none
6643,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
4046,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
8135,False,False,0,,no verified company disclosure,,{},False,False,False,none
8919,False,False,0,,no verified company disclosure,,{},False,False,False,none
4107,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
7608,False,False,0,,no verified company disclosure,,{},False,False,False,none
5280,False,False,0,,no verified company disclosure,,{},False,False,False,none
6317,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
1944,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
4686,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
6490,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
6507,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
9341,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
9629,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
9793,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
7609,False,False,0,,no verified company disclosure,,{},False,False,False,none
4763,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
6626,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
1976,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
2216,False,False,0,,no verified company disclosure,,{},False,False,False,none
4465,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
1926,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
1871,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
8117,False,False,0,,no verified company disclosure,,{},False,False,False,none
6286,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
7521,False,False,0,,no verified company disclosure,,{},False,False,False,none
2737,False,False,0,,no verified company disclosure,,{},False,False,False,none
6947,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
3741,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
1930,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
9324,False,False,0,,no verified company disclosure,,{},False,False,False,none
4595,False,False,0,,no verified company disclosure,,{},False,False,False,none
3433,False,False,0,,no verified company disclosure,,{},False,False,False,none
7525,False,False,0,,no verified company disclosure,,{},False,False,False,none
5285,False,False,0,,no verified company disclosure,,{},False,False,False,none
6834,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
4684,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
9467,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3139,False,False,0,,no verified company disclosure,,{},False,False,False,none
1951,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
3662,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
6862,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
6748,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
4013,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
7811,False,False,0,,no verified company disclosure,,{},False,False,False,none
4992,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
9551,False,False,0,,no verified company disclosure,,{},False,False,False,none
4371,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
8920,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
7438,False,False,0,,no verified company disclosure,,{},False,False,False,none
3915,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3565,False,False,0,,no verified company disclosure,,{},False,False,False,none
1882,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
3110,False,False,0,,no verified company disclosure,,{},False,False,False,none
1950,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
6255,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
4055,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
7628,False,False,0,,no verified company disclosure,,{},False,False,False,none
8079,False,False,0,,no verified company disclosure,,{},False,False,False,none
7646,False,False,0,,no verified company disclosure,,{},False,False,False,none
2764,False,False,0,,no verified company disclosure,,{},False,False,False,none
6402,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
3611,False,False,0,,no verified company disclosure,,{},False,False,False,none
7085,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
2692,False,False,0,,no verified company disclosure,,{},False,False,False,none
5757,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: optical_communication,optical_communication,"{""optical_communication"": [""cable"", ""optical""]}",False,False,True,keyword-only systematic hit
6227,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
1959,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
7235,False,False,0,,no verified company disclosure,,{},False,False,False,none
2341,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
6800,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
9438,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
6524,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
3271,False,False,0,,no verified company disclosure,,{},False,False,False,none
2653,False,False,0,,no verified company disclosure,,{},False,False,False,none
3020,False,False,0,,no verified company disclosure,,{},False,False,False,none
4317,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
3627,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
4231,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
9619,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
6824,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
5820,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: optical_communication,optical_communication,"{""optical_communication"": [""cable"", ""optical""]}",False,False,True,keyword-only systematic hit
6336,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
7551,False,False,0,,no verified company disclosure,,{},False,False,False,none
6331,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
5208,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
2354,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3106,False,False,0,,no verified company disclosure,,{},False,False,False,none
6383,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
9553,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
1420,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
5449,False,False,0,,no verified company disclosure,,{},False,False,False,none
2475,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
8101,False,False,0,,no verified company disclosure,,{},False,False,False,none
6284,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
1870,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
4931,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
4377,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
5363,False,False,0,,no verified company disclosure,,{},False,False,False,none
1813,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
4481,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
2907,False,False,0,,no verified company disclosure,,{},False,False,False,none
6954,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
6459,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
7614,False,False,0,,no verified company disclosure,,{},False,False,False,none
8137,False,False,0,,no verified company disclosure,,{},False,False,False,none
1852,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
7291,False,False,0,,no verified company disclosure,,{},False,False,False,none
3150,False,False,0,,no verified company disclosure,,{},False,False,False,none
7995,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
3396,False,False,0,,no verified company disclosure,,{},False,False,False,none
3763,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
5946,False,False,0,,no verified company disclosure,,{},False,False,False,none
4733,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
1812,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
6517,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
5976,False,False,0,,no verified company disclosure,,{},False,False,False,none
9270,False,False,0,,no verified company disclosure,,{},False,False,False,none
3457,False,False,0,,no verified company disclosure,,{},False,False,False,none
7925,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
7544,False,False,0,,no verified company disclosure,,{},False,False,False,none
2158,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
7254,False,False,0,,no verified company disclosure,,{},False,False,False,none
7760,False,False,0,,no verified company disclosure,,{},False,False,False,none
6358,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
5574,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
3109,False,False,0,,no verified company disclosure,,{},False,False,False,none
8059,False,False,0,,no verified company disclosure,,{},False,False,False,none
4075,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
6996,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
3945,False,False,0,,no verified company disclosure,,{},False,False,False,none
8917,False,False,0,,no verified company disclosure,,{},False,False,False,none
6069,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
7818,False,False,0,,no verified company disclosure,,{},False,False,False,none
9846,False,False,0,,no verified company disclosure,,{},False,False,False,none
6946,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
5011,False,False,0,,no verified company disclosure,,{},False,False,False,none
8091,False,False,0,,no verified company disclosure,,{},False,False,False,none
5186,False,False,0,,no verified company disclosure,,{},False,False,False,none
8030,False,False,0,,no verified company disclosure,,{},False,False,False,none
1801,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
7734,False,False,0,,no verified company disclosure,,{},False,False,False,none
5805,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: optical_communication,optical_communication,"{""optical_communication"": [""cable"", ""optical""]}",False,False,True,keyword-only systematic hit
6999,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
5821,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: optical_communication,optical_communication,"{""optical_communication"": [""cable"", ""optical""]}",False,False,True,keyword-only systematic hit
3547,False,False,0,,no verified company disclosure,,{},False,False,False,none
3486,False,False,0,,no verified company disclosure,,{},False,False,False,none
7539,False,False,0,,no verified company disclosure,,{},False,False,False,none
8163,False,False,0,,no verified company disclosure,,{},False,False,False,none
1946,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
5631,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
4463,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
9424,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
4820,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
6071,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
2652,False,False,0,,no verified company disclosure,,{},False,False,False,none
9906,False,False,0,,no verified company disclosure,,{},False,False,False,none
