code,ticker,company_name,sector,transformation_evidence_level,transformation_evidence_basis,emerging_evidence_level,evidence_level,evidence_level_label,evidence_snippet,evidence_source
4384,4384.T,RAKSUL INC.,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6742,6742.T,"Kyosan Electric Manufacturing Co.,Ltd.",Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7727,7727.T,OVAL Corporation,Precision Instruments,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4816,4816.T,"TOEI ANIMATION CO.,LTD.",Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8285,8285.T,"MITANI SANGYO CO.,LTD.",Wholesale Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1443,1443.T,"Giken Holdings Co.,Ltd.",Construction,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6061,6061.T,"UNIVERSAL ENGEISHA CO.,LTD",Services,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6055,6055.T,"JAPAN MATERIAL Co.,Ltd.",Services,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
5802,5802.T,"Sumitomo Electric Industries,Ltd.",Nonferrous Metals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3553,3553.T,"KYOWA LEATHER CLOTH CO.,LTD.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8860,8860.T,FUJI CORPORATION LIMITED,Real Estate,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9338,9338.T,INFORICH INC.,Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9740,9740.T,"CENTRAL SECURITY PATROLS CO.,LTD.",Services,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
8075,8075.T,Shinsho Corporation,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7868,7868.T,"KOSAIDO Holdings Co.,Ltd.",Other Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2330,2330.T,"Forside Co.,Ltd.",Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2384,2384.T,"SBS Holdings,Inc.",Land Transportation,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7921,7921.T,TAKARA & COMPANY LTD.,Other Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9928,9928.T,"MIROKU JYOHO SERVICE CO.,LTD.",Information & Communication,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3496,3496.T,"AZOOM CO.,LTD",Real Estate,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
2207,2207.T,"MEITO CO.,LTD.",Foods,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6364,6364.T,AIRMAN CORPORATION,Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8052,8052.T,"TSUBAKIMOTO KOGYO CO.,LTD.",Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3177,3177.T,"ARIGATOU SERVICES COMPANY,LIMITED",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5184,5184.T,"NICHIRIN CO.,LTD.",Rubber Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
2489,2489.T,Adways Inc.,Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5333,5333.T,NGK Corporation,Glass and Ceramics Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6744,6744.T,NOHMI BOSAI LTD.,Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9902,9902.T,NICHIDEN Corporation,Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3159,3159.T,"Maruzen CHI Holdings Co.,Ltd.",Retail Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7427,7427.T,"ECHO TRADING CO.,LTD.",Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
1885,1885.T,TOA CORPORATION,Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4461,4461.T,DKS Co.Ltd.,Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4082,4082.T,"DAIICHI KIGENSO KAGAKU-KOGYO CO.,LTD",Chemicals,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
4493,4493.T,"Cyber Security Cloud,Inc.",Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7730,7730.T,"MANI,INC.",Precision Instruments,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6203,6203.T,"Howa Machinery,Ltd.",Machinery,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7247,7247.T,MIKUNI CORPORATION,Transportation Equipment,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4966,4966.T,"C.Uyemura & Co.,Ltd.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4958,4958.T,"T.HASEGAWA CO.,LTD.",Chemicals,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4498,4498.T,"Cybertrust Japan Co.,Ltd.",Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5644,5644.T,METALART CORPORATION,Iron and Steel,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9672,9672.T,"TOKYOTOKEIBA CO.,LTD.",Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5958,5958.T,"SANYO INDUSTRIES,LTD.",Metal Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9889,9889.T,JBCC Holdings Inc.,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3107,3107.T,"Daiwabo Holdings Co.,Ltd.",Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4165,4165.T,"PLAID,Inc.",Information & Communication,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4431,4431.T,"Smaregi,Inc.",Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4549,4549.T,"EIKEN CHEMICAL CO.,LTD.",Pharmaceutical,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
1815,1815.T,TEKKEN CORPORATION,Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1952,1952.T,"Shin Nippon Air Technologies Co.,Ltd.",Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1721,1721.T,COMSYS Holdings Corporation,Construction,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8151,8151.T,TOYO Corporation,Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1803,1803.T,SHIMIZU CORPORATION,Construction,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6134,6134.T,FUJI CORPORATION,Machinery,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3979,3979.T,"ULURU.CO.,LTD.",Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9896,9896.T,"JK Holdings Co.,Ltd.",Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
2760,2760.T,TOKYO ELECTRON DEVICE LIMITED,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
1879,1879.T,SHINNIHON CORPORATION,Construction,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5801,5801.T,"Furukawa Electric Co.,Ltd.",Nonferrous Metals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9227,9227.T,"Microwave Chemical Co.,Ltd.",Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5726,5726.T,"OSAKA Titanium technologies Co.,Ltd.",Nonferrous Metals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6882,6882.T,"Sansha Electric Manufacturing Co.,Ltd.",Electric Appliances,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
8244,8244.T,"Kintetsu Department Store CO.,Ltd.",Retail Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9982,9982.T,"Takihyo Co.,Ltd.",Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9301,9301.T,Mitsubishi Logistics Corporation,Warehousing and Harbor Transportation Service,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
1938,1938.T,"NIPPON RIETEC CO.,LTD.",Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2353,2353.T,"NIPPON PARKING DEVELOPMENT Co.,Ltd.",Real Estate,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
1860,1860.T,TODA CORPORATION,Construction,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2666,2666.T,"AUTOWAVE Co.,Ltd.",Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6493,6493.T,NITTAN Corporation,Transportation Equipment,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9248,9248.T,"People, Dreams & Technologies Group Co.,Ltd.",Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8891,8891.T,"AMG HOLDINGS CO.,LTD.",Real Estate,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6643,6643.T,"Togami Electric Mfg.Co.,Ltd.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4046,4046.T,"OSAKA SODA CO.,LTD.",Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8135,8135.T,ZETT CORPORATION,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8919,8919.T,"KATITAS CO.,LTD",Real Estate,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4107,4107.T,ISE CHEMICALS CORPORATION,Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7608,7608.T,"SK JAPAN CO.,LTD.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5280,5280.T,"Yoshicon Co.,Ltd.",Real Estate,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6317,6317.T,Kitagawa Corporation,Machinery,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1944,1944.T,KINDEN CORPORATION,Construction,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4686,4686.T,JUSTSYSTEMS CORPORATION,Information & Communication,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6490,6490.T,PILLAR Corporation,Machinery,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6507,6507.T,"SINFONIA TECHNOLOGY CO.,LTD.",Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9341,9341.T,"GENOVA,Inc.",Services,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
9629,9629.T,PCA CORPORATION,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9793,9793.T,"Daiseki Co.,Ltd.",Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7609,7609.T,"Daitron Co.,Ltd.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4763,4763.T,"CREEK & RIVER Co.,Ltd.",Services,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6626,6626.T,SEMITEC Corporation,Electric Appliances,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
1976,1976.T,"MEISEI INDUSTRIAL Co.,Ltd.",Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2216,2216.T,Kanro Inc.,Foods,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4465,4465.T,"Niitaka Co., Ltd.",Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1926,1926.T,"RAITO KOGYO CO.,LTD.",Construction,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1871,1871.T,"PS Construction Co.,Ltd.",Construction,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8117,8117.T,CENTRAL AUTOMOTIVE PRODUCTS LTD.,Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6286,6286.T,SEIKO CORPORATION,Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7521,7521.T,"MUSASHI CO.,LTD.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2737,2737.T,TOMEN DEVICES CORPORATION,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6947,6947.T,ZUKEN INC.,Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3741,3741.T,"Systems Engineering Consultants Co.,LTD.",Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1930,1930.T,"HOKURIKU ELECTRICAL CONSTRUCTION CO.,LTD.",Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9324,9324.T,Yasuda Logistics Corporation,Warehousing and Harbor Transportation Service,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4595,4595.T,"MIZUHO MEDY CO.,LTD.",Pharmaceutical,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3433,3433.T,"TOCALO Co.,Ltd.",Metal Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7525,7525.T,RIX CORPORATION,Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
5285,5285.T,YAMAX Corp.,Glass and Ceramics Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6834,6834.T,"SEIKOH GIKEN Co.,Ltd.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4684,4684.T,"OBIC Co.,Ltd.",Information & Communication,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9467,9467.T,"AlphaPolis Co.,Ltd.",Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
3139,3139.T,"Lacto Japan Co.,Ltd.",Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1951,1951.T,"EXEO Group,Inc.",Construction,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3662,3662.T,"Ateam Holdings Co.,Ltd.",Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6862,6862.T,MINATO HOLDINGS INC.,Electric Appliances,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
6748,6748.T,"SEIWA ELECTRIC MFG. CO.,LTD.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4013,4013.T,"Kinjiro Co.,Ltd.",Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7811,7811.T,"NAKAMOTO PACKS CO.,LTD.",Other Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4992,4992.T,"HOKKO CHEMICAL INDUSTRY CO.,LTD.",Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9551,9551.T,"METAWATER Co.,Ltd.",Electric Power and Gas,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4371,4371.T,Core Concept Technologies Inc.,Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8920,8920.T,"TOSHO CO.,LTD.",Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7438,7438.T,KONDOTEC INC.,Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3915,3915.T,"TerraSky Co.,Ltd",Information & Communication,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3565,3565.T,Ascentech K.K.,Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1882,1882.T,TOA ROAD CORPORATION,Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3110,3110.T,"NITTO BOSEKI CO.,LTD.",Glass and Ceramics Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1950,1950.T,"NIPPON DENSETSU KOGYO CO.,LTD.",Construction,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6255,6255.T,NPC Incorporated,Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4055,4055.T,T&S Group Inc.,Information & Communication,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
7628,7628.T,OHASHI TECHNICA INC.,Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8079,8079.T,SHOEI FOODS CORPORATION,Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7646,7646.T,"PLANT Co.,Ltd.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2764,2764.T,Hiramatsu Inc.,Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6402,6402.T,"KANEMATSU ENGINEERING CO.,LTD.",Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3611,3611.T,MATSUOKA CORPORATION,Textiles and Apparels,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7085,7085.T,"CURVES HOLDINGS Co.,Ltd.",Services,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2692,2692.T,"ITOCHU-SHOKUHIN Co.,Ltd.",Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5757,5757.T,"CK SAN-ETSU Co.,Ltd.",Nonferrous Metals,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6227,6227.T,"AIMECHATEC,Ltd.",Machinery,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1959,1959.T,KRAFTIA CORPORATION,Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7235,7235.T,"TOKYO RADIATOR MFG.CO.,LTD.",Transportation Equipment,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2341,2341.T,"ARBEIT-TIMES CO.,LTD.",Services,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6800,6800.T,"YOKOWO CO.,LTD.",Electric Appliances,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
9438,9438.T,MTI Ltd.,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6524,6524.T,"KOHOKU KOGYO CO.,LTD.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3271,3271.T,The Global Ltd.,Real Estate,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2653,2653.T,"AEON KYUSHU CO.,LTD.",Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3020,3020.T,"Applied Co.,Ltd.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4317,4317.T,Ray Corporation,Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3627,3627.T,TECMIRA HOLDINGS INC.,Information & Communication,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4231,4231.T,TIGERS POLYMER CORPORATION,Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9619,9619.T,"ICHINEN HOLDINGS CO.,LTD.",Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6824,6824.T,"NEW COSMOS ELECTRIC CO.,LTD.",Electric Appliances,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
5820,5820.T,"MITSUBOSHI CO.,LTD.",Nonferrous Metals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6336,6336.T,"ISHII HYOKI CO.,LTD.",Machinery,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7551,7551.T,"WEDS CO.,LTD.",Transportation Equipment,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6331,6331.T,"Mitsubishi Kakoki Kaisha,Ltd.",Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5208,5208.T,"Arisawa Mfg.Co.,Ltd.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2354,2354.T,YE DIGITAL Corporation,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3106,3106.T,KURABO INDUSTRIES LTD.,Textiles and Apparels,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6383,6383.T,"DAIFUKU CO.,LTD.",Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9553,9553.T,"MicroAd,Inc.",Services,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
1420,1420.T,Sanyo Homes Corporation,Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5449,5449.T,"OSAKA STEEL CO.,LTD.",Iron and Steel,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2475,2475.T,"WDB HOLDINGS CO.,LTD.",Services,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
8101,8101.T,GSI Creos Corporation,Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6284,6284.T,"NISSEI ASB MACHINE CO.,LTD.",Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1870,1870.T,"YAHAGI CONSTRUCTION CO.,LTD.",Construction,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4931,4931.T,"Shinnihonseiyaku Co.,Ltd.",Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4377,4377.T,ONE CAREER Inc.,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5363,5363.T,TYK CORPORATION,Glass and Ceramics Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1813,1813.T,Fudo Tetra Corporation,Construction,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
4481,4481.T,"BASE CO.,LTD.",Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2907,2907.T,"AHJIKAN CO.,LTD.",Foods,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6954,6954.T,FANUC CORPORATION,Electric Appliances,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6459,6459.T,DAIWA INDUSTRIES LTD.,Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7614,7614.T,"OM2Network Co.,Ltd.",Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
8137,8137.T,SUN-WA TECHNOS CORPORATION,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
1852,1852.T,ASANUMA CORPORATION,Construction,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7291,7291.T,"NIHON PLAST CO.,LTD.",Transportation Equipment,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3150,3150.T,"grems,Inc.",Electric Power and Gas,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7995,7995.T,"VALQUA,LTD.",Chemicals,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3396,3396.T,FELISSIMO CORPORATION,Retail Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3763,3763.T,Pro-Ship Incorporated,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5946,5946.T,"CHOFU SEISAKUSHO CO.,LTD.",Metal Products,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
4733,4733.T,"OBIC BUSINESS CONSULTANTS CO.,LTD.",Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1812,1812.T,KAJIMA CORPORATION,Construction,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6517,6517.T,"Denyo Co.,Ltd.",Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5976,5976.T,"Neturen Co.,Ltd.",Metal Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9270,9270.T,Valuence Holdings Inc.,Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3457,3457.T,"&Do Holdings Co.,Ltd.",Real Estate,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7925,7925.T,"MAEZAWA KASEI INDUSTRIES CO.,LTD.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7544,7544.T,"Three F Co.,Ltd.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2158,2158.T,"FRONTEO,Inc.",Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7254,7254.T,UNIVANCE CORPORATION,Transportation Equipment,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7760,7760.T,IMV CORPORATION,Precision Instruments,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6358,6358.T,"SAKAI HEAVY INDUSTRIES,LTD.",Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5574,5574.T,"ABEJA,Inc.",Information & Communication,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3109,3109.T,SHIKIBO LTD.,Textiles and Apparels,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8059,8059.T,"DAIICHI JITSUGYO CO.,LTD.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4075,4075.T,"Brains Technology,Inc.",Information & Communication,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6996,6996.T,NICHICON CORPORATION,Electric Appliances,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
